Sample in Buffer,Sample in Window,TRIGGER,design_1_i/design_1_i/usp_rf_data_converter_0_m00_axis_tdata_1[63:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED
1897,1897,0,-568306477848266696
1898,1898,0,-578439834711033860
1899,1899,0,-572810455439050784
1900,1900,0,-598706359456434240
1901,1901,0,-598706462541416504
1902,1902,0,-605462222762870904
1903,1903,0,-723683173296441872
1904,1904,0,-733816289633700364
1905,1905,0,-733816512971475488
1906,1906,0,-731564747521198608
1907,1907,0,-734942344161462868
1908,1908,0,-675268807274203552
1909,1909,0,-679772321003800940
1910,1910,0,-670765104568142144
1911,1911,0,-657254254141704548
1912,1912,0,-664009567683414344
1913,1913,0,-475981276718499508
1914,1914,0,-456840926761256532
1915,1915,0,-444455838800873024
1916,1916,0,-425315299866641952
1917,1917,0,-419685559809279464
1918,1918,0,-403922737774921096
1919,1919,0,-119065749130248636
1920,1920,0,-84162474052092280
1921,1921,0,-84162267893661996
1922,1922,0,-52636795616821512
1923,1923,0,-45881190014714044
1924,1924,0,255583110023086892
1925,1925,0,273597749052048260
1926,1926,0,289360622634664880
1927,1927,0,322012029169173552
1928,1928,0,316382718617977924
1929,1929,0,556203161225529244
1930,1930,0,566336380646197200
1931,1931,0,593358201754486792
1932,1932,0,584351260195162144
1933,1933,0,593358476638161004
1934,1934,0,611373029764892796
1935,1935,0,717209253123459564
1936,1936,0,732971886178994696
1937,1937,0,721712818390567460
1938,1938,0,728468320913459736
1939,1939,0,740853322966895164
1940,1940,0,685683351345695156
1941,1941,0,672172672722667896
1942,1942,0,669920872910031244
1943,1943,0,658661598962649384
1944,1944,0,663165215763597608
1945,1945,0,453744929656276680
1946,1946,0,465003859996837568
1947,1947,0,431226553553389144
1948,1948,0,424471033847744008
1949,1949,0,408708005653382640
1950,1950,0,401952434411275652
1951,1951,0,121598925132792244
1952,1952,0,91199490208563608
1953,1953,0,73184851177242972
1954,1954,0,55170143425921268
1955,1955,0,41659000938561716
1956,1956,0,-259805161657140096
1957,1957,0,-274441929169765300
1958,1958,0,-293582708627670020
1959,1959,0,-303716185745851356
1960,1960,0,-329612106949395556
1961,1961,0,-564928675051669452
1962,1962,0,-585195131070777284
1963,1963,0,-584069454507476996
1964,1964,0,-594202777009457228
1965,1965,0,-609965530328270928
1966,1966,0,-607713782055241852
1967,1967,0,-716927739493550608
1968,1968,0,-722557410821736984
1969,1969,0,-728186807278832128
1970,1970,0,-729312621291047456
1971,1971,0,-722557445187766804
1972,1972,0,-693283291685128624
1973,1973,0,-675268858814335344
1974,1974,0,-670765190466439520
1975,1975,0,-675268583934855480
1976,1976,0,-668513132952095008
1977,1977,0,-484988613412193980
1978,1978,0,-459092692215465600
1979,1979,0,-430944868119283296
1980,1980,0,-432070716485207596
1981,1981,0,-415182097620862420
1982,1982,0,-406174486048212388
1983,1983,0,-114562149500781036
1984,1984,0,-93169604589978032
1985,1985,0,-81910468079452516
1986,1986,0,-59392195062071564
1987,1987,0,-39125687494443220
1988,1988,0,269093943265198972
1989,1989,0,274723545879675820
1990,1990,0,289360897508901860
1991,1991,0,305123496209679356
1992,1992,0,320886112087966820
1993,1993,0,560706760852375460
1994,1994,0,575343631442118612
1995,1995,0,595609967209482228
1996,1996,0,600113704275806232
1997,1997,0,604617475706062968
1998,1998,0,613624726499887268
1999,1999,0,721713058912930340
2000,2000,0,730720240985180696
2001,2001,0,731846054992677432
2002,2002,0,739727285620050464
2003,2003,0,727342558445046268
2004,2004,0,690187088415164884
2005,2005,0,676676203632134540
2006,2006,0,667669021554641260
2007,2007,0,668794801201875280
2008,2008,0,665416929684228408
2009,2009,0,467255934694721216
2010,2010,0,440233804346951316
2011,2011,0,437981746834441760
2012,2012,0,408708366434305520
2013,2013,0,417715411063670240
2014,2014,0,401952485948786076
2015,2015,0,114843731850166724
2016,2016,0,100206552022253992
2017,2017,0,79940147536462180
2018,2018,0,61925508501995760
2019,2019,0,39407166766710964
2020,2020,0,-259805161658975056
2021,2021,0,-272190404234249092
2022,2022,0,-291331011893724108
2023,2023,0,-310471447751885820
2024,2024,0,-316101376787285044
2025,2025,0,-562676943954839448
2026,2026,0,-573936235082614752
2027,2027,0,-582943382800893944
2028,2028,0,-598706170481543192
2029,2029,0,-606587796244334672
2030,2030,0,-618972815483406464
2031,2031,0,-730438572735924736
2032,2032,0,-727060976090417668
2033,2033,0,-731564575724603904
2034,2034,0,-736068037908302316
2035,2035,0,-733816409895930412
2036,2036,0,-688779966931995064
2037,2037,0,-682024052096960876
2038,2038,0,-679772303820785980
2039,2039,0,-658380222766975320
2040,2040,0,-657254065161046324
2041,2041,0,-464722483812173484
2042,2042,0,-463596102865323656
2043,2043,0,-446707363736126996
2044,2044,0,-417433983339136544
2045,2045,0,-417433794358216176
2046,2046,0,-403922583156098496
2047,2047,0,-122443414488416708
2048,2048,1,-99924935314178408
2049,2049,0,-88665867518411084
2050,2050,0,-61643891793396016
2051,2051,0,-48133058546827460
2052,2052,0,253331207131235220
2053,2053,0,269094252508087204
2054,2054,0,278101657922831300
2055,2055,0,310753133182583828
2056,2056,0,325389952237962344
2057,2057,0,568588266358179764
2058,2058,0,568588300721063888
2059,2059,0,582098927807105028
2060,2060,0,586602716411987984
2061,2061,0,604617303901079600
2062,2062,0,606869258339878992
2063,2063,0,725090586828999176
2064,2064,0,735223806252288508
2065,2065,0,728468355271100976
2066,2066,0,739727165363587628
2067,2067,0,726216624178989616
2068,2068,0,681179751723043184
2069,2069,0,668794869921876356
2070,2070,0,676676186452265332
2071,2071,0,658661564603959616
2072,2072,0,663165198588447024
2073,2073,0,478514658886289096
2074,2074,0,474010990533412468
2075,2075,0,437981849912870464
2076,2076,0,422218993518249524
2077,2077,0,417715273630746108
2078,2078,0,410959702389425616
2079,2079,0,115969528681988532
2080,2080,0,86695787499356544
2081,2081,0,66429211218542924
2082,2082,0,66429142494871852
2083,2083,0,41659138378039524
2084,2084,0,-262056961470038900
2085,2085,0,-257553636725293948
2086,2086,0,-295834645878473672
2087,2087,0,-314975150458209276
2088,2088,0,-334115895558210696
2089,2089,0,-563803015660898232
2090,2090,0,-578439800350246876
2091,2091,0,-585195388775106520
2092,2092,0,-607713507173140540
2093,2093,0,-599832396806424628
2094,2094,0,-614469164314855496
2095,2095,0,-721431339120921072
2096,2096,0,-731564592896608820
2097,2097,0,-730438641455925824
2098,2098,0,-740571723435018744
2099,2099,0,-729312775908821556
2100,2100,0,-684276075249469876
2101,2101,0,-677520692986710400
2102,2102,0,-677520452468017488
2103,2103,0,-668513356291967316
2104,2104,0,-666261126976833840
2105,2105,0,-469226152159544984
2106,2106,0,-450085527319676520
2107,2107,0,-433196839734806096
2108,2108,0,-418559797344798252
2109,2109,0,-412930160365864388
2110,2110,0,-399418983528203692
2111,2111,0,-108932615604732316
2112,2112,0,-90918010934722916
2113,2113,0,-79658496470221132
2114,2114,0,-66147491420766464
2115,2115,0,-34622087870218444
2116,2116,0,253331447647568756
2117,2117,0,280353285933368220
2118,2118,0,296116107973493684
2119,2119,0,307375296020481072
2120,2120,0,318634449715070016
2121,2121,0,568587922760271820
2122,2122,0,561833004358174648
2123,2123,0,584350830697908244
2124,2124,0,593358373552654392
2125,2125,0,605743306888185912
2126,2126,0,604617767765936248
2127,2127,0,723964618205301264
2128,2128,0,739727319980837372
2129,2129,0,736349792056904232
2130,2130,0,730720258166098500
2131,2131,0,721712990190832112
2132,2132,0,683431688972011944
2133,2133,0,669920941631605108
2134,2134,0,663165559367272800
2135,2135,0,662039126882912576
2136,2136,0,645150645458045272
2137,2137,0,462752025828132568
2138,2138,0,453744757848671864
2139,2139,0,435730118819186240
2140,2140,0,424470896407479792
2141,2141,0,399700840756282876
2142,2142,0,401952451589834176
2143,2143,0,106962363784888756
2144,2144,0,95703124193575304
2145,2145,0,79940113177772372
2146,2146,0,55170109065134368
2147,2147,0,57421668356456660
2148,2148,0,-262056995830301448
2149,2149,0,-271064435605046148
2150,2150,0,-282323606476096488
2151,2151,0,-314975184817423388
2152,2152,0,-334115569141220436
2153,2153,0,-555921613234309096
2154,2154,0,-567180698203129848
2155,2155,0,-577314020707731396
2156,2156,0,-607713661794584592
2157,2157,0,-609965530323552308
2158,2158,0,-605461793259849840
2159,2159,0,-722557239025142268
2160,2160,0,-720305422031587816
2161,2161,0,-730438538375662100
2162,2162,0,-722557445183048268
2163,2163,0,-723683345093036584
2164,2164,0,-686527857882761584
2165,2165,0,-661757956855105900
2166,2166,0,-664009773842893180
2167,2167,0,-667387250222500176
2168,2168,0,-657253944901437704
2169,2169,0,-462470649636128440
2170,2170,0,-454589144127178328
2171,2171,0,-455714769150346844
2172,2172,0,-420811631518221860
2173,2173,0,-417433828715070996
2174,2174,0,-397167252433470880
2175,2175,0,-120191511598662100
2176,2176,0,-95421713641308572
2177,2177,0,-72903268825235780
2178,2178,0,-45881327461531852
2179,2179,0,-32370150614433956
2180,2180,0,257834806756246360
2181,2181,0,281479082758898588
2182,2182,0,293864187899151348
2183,2183,0,308501299008373788
2184,2184,0,325390038129706048
2185,2185,0,570839756935268328
2186,2186,0,588854344424359932
2187,2187,0,591106298861586420
2188,2188,0,595610139005552684
2189,2189,0,595610242091059320
2190,2190,0,613624915478972504
2191,2191,0,727342386641111532
2192,2192,0,723964824362158580
2193,2193,0,727342489725045292
2194,2194,0,737475777864141372
2195,2195,0,728468389635033640
2196,2196,0,676676478512138660
2197,2197,0,684557606061345164
2198,2198,0,674424420994648432
2199,2199,0,651906302600284540
2200,2200,0,647402720154355992
2201,2201,0,467255797252622032
2202,2202,0,451492940860622484
2203,2203,0,431226381752600076
2204,2204,0,422219096597726708
2205,2205,0,417715170547598792
2206,2206,0,401952417229571520
2207,2207,0,117095325509091812
2208,2208,0,91199318407774576
2209,2209,0,68681114110394708
2210,2210,0,50666612513308948
2211,2211,0,57421737076981956
2212,2212,0,-255301630750294860
2213,2213,0,-277819938128462772
2214,2214,0,-302589942243197916
2215,2215,0,-307093782388474876
2216,2216,0,-325108576039928884
2217,2217,0,-549166110713513876
2218,2218,0,-589698644801947664
2219,2219,0,-579565820520892424
2220,2220,0,-591950805399177264
2221,2221,0,-612217158341691452
2222,2222,0,-618972935737772108
2223,2223,0,-719179504944876012
2224,2224,0,-718053897095285236
2225,2225,0,-725935076186720788
2226,2226,0,-733816323995535876
2227,2227,0,-720305404856961556
2228,2228,0,-693283394763295084
2229,2229,0,-692157460494616964
2230,2230,0,-682024172355520808
2231,2231,0,-670764984304863596
2232,2232,0,-657254168240785692
2233,2233,0,-478233213969565384
2234,2234,0,-456840995482568324
2235,2235,0,-439952342254814796
2236,2236,0,-436574298935068192
2237,2237,0,-406174623489000920
2238,2238,0,-397167235251766672
2239,2239,0,-117939677423665620
2240,2240,0,-97673238574465416
2241,2241,0,-77407040251298140
2242,2242,0,-52636864334201092
2243,2243,0,-45881190018908356
2244,2244,0,248827744940720988
2245,2245,0,273597817773097860
2246,2246,0,287108719739929564
2247,2247,0,305123461848105996
2248,2248,0,314130935985472624
2249,2249,0,566336363463182252
2250,2250,0,568588146102765508
2251,2251,0,582099202686060540
2252,2252,0,606869309873719356
2253,2253,0,611373012585023564
2254,2254,0,611373253103716472
2255,2255,0,735223720351894056
2256,2256,0,737475640425712168
2257,2257,0,737475588886628852
2258,2258,0,730720000470157848
2259,2259,0,741979257231903296
2260,2260,0,692438939768981892
2261,2261,0,669921044709247336
2262,2262,0,683431585890699632
2263,2263,0,658661598965270836
2264,2264,0,658661392798452012
2265,2265,0,467255831612360412
2266,2266,0,446989530209715852
2267,2267,0,440233718447605316
2268,2268,0,426722610323392048
2269,2269,0,415463336379680224
2270,2270,0,399700651777983860
2271,2271,0,102458832879092172
2272,2272,0,93451358740676952
2273,2273,0,84443850245144924
2274,2274,0,57421908875149560
2275,2275,0,43910972549890244
2276,2276,0,-257553533647127392
2277,2277,0,-277819835051082644
2278,2278,0,-300338211150562280
2279,2279,0,-312723281924785148
2280,2280,0,-322856655967945796
2281,2281,0,-557047513137481632
2282,2282,0,-578439697271031784
2283,2283,0,-581817414174050312
2284,2284,0,-591950719499307024
2285,2285,0,-606587830604597356
2286,2286,0,-609965530327222348
2287,2287,0,-711298239957240296
2288,2288,0,-720305490748443124
2289,2289,0,-725935041826458128
2290,2290,0,-733816444254620204
2291,2291,0,-731564610080148012
2292,2292,0,-686527943781058992
2293,2293,0,-688779485895133572
2294,2294,0,-670765190465915184
2295,2295,0,-677520315028539744
2296,2296,0,-659505899337615672
2297,2297,0,-466974008747951800
2298,2298,0,-454589144128226944
2299,2299,0,-446707535536129616
2300,2300,0,-436574298933233176
2301,2301,0,-410678360557159880
2302,2302,0,-388160070359909764
2303,2303,0,-123569245678404028
2304,2304,0,-104428878536835476
2305,2305,0,-72903440625500508
2306,2306,0,-61643685637062960
2307,2307,0,-30118488237605028
2308,2308,0,260086778366788432
2309,2309,0,285982682390463412
2310,2310,0,305123255688365072
2311,2311,0,303997458862834736
2312,2312,0,314131210864428080
2313,2313,0,557328992410273720
2314,2314,0,561832815378565120
2315,2315,0,567462263378937880
2316,2316,0,588854791106725940
2317,2317,0,594484273464215664
2318,2318,0,611373098485942396
2319,2319,0,720586884124510716
2320,2320,0,737475296830425628
2321,2321,0,718335153030302252
2322,2322,0,723964721285564956
2323,2323,0,720587021565561380
2324,2324,0,690187225852021132
2325,2325,0,690187071231625564
2326,2326,0,681179889158326616
2327,2327,0,662039333041867084
2328,2328,0,654157982151215436
2329,2329,0,471759396885759628
2330,2330,0,460500226012874348
2331,2331,0,433478250286548556
2332,2332,0,426722713406277136
2333,2333,0,408708108732335608
2334,2334,0,390693469701539276
2335,2335,0,106962398144627116
2336,2336,0,91199455846203792
2337,2337,0,77688485164351796
2338,2338,0,64177377040924912
2339,2339,0,50666097114611940
2340,2340,0,-255301665108984656
2341,2341,0,-277819835050034084
2342,2342,0,-289079143358727128
2343,2343,0,-304841742058718212
2344,2344,0,-325108558862156896
2345,2345,0,-562677047034578836
2346,2346,0,-569432463654193092
2347,2347,0,-585195320051435496
2348,2348,0,-598706376636827672
2349,2349,0,-603210199606691920
2350,2350,0,-616720998489327680
2351,2351,0,-712424277304084952
2352,2352,0,-736068192527649268
2353,2353,0,-725935007469341164
2354,2354,0,-733816444254095888
2355,2355,0,-737194143975148064
2356,2356,0,-677520486829328768
2357,2357,0,-678646455457220988
2358,2358,0,-679772424084064552
2359,2359,0,-669639221835401492
2360,2360,0,-650498768801827116
2361,2361,0,-473729614347962024
2362,2362,0,-447833761865729632
2363,2363,0,-446707329379534400
2364,2364,0,-427566876339144176
2365,2365,0,-408426663819544024
2366,2366,0,-410678102854403504
2367,2367,0,-108932581248139708
2368,2368,0,-102176803844194720
2369,2369,0,-81910639878668612
2370,2370,0,-48133195993121044
2371,2371,0,-57140189083140284
2372,2372,0,257834978553103196
2373,2373,0,275849480146256756
2374,2374,0,296116193873363932
2375,2375,0,309627095834428432
2376,2376,0,325389780434289720
2377,2377,0,562958491946059712
2378,2378,0,568588283539621876
2379,2379,0,576469806228441072
2380,2380,0,595609984388827196
2381,2381,0,600113910434760772
2382,2382,0,611372875145545836
2383,2383,0,740853322966895100
2384,2384,0,721712852748732936
2385,2385,0,719461190379244056
2386,2386,0,730720034824129064
2387,2387,0,737475554527939092
2388,2388,0,690187088417262000
2389,2389,0,671046772816873840
2390,2390,0,672172569642404196
2391,2391,0,662039023804746036
2392,2392,0,651906044900673848
2393,2393,0,469507631428667064
2394,2394,0,451492992396822148
2395,2395,0,437981884274705996
2396,2396,0,431226261491418664
2397,2397,0,410959771106543076
2398,2398,0,401952279790618068
2399,2399,0,114843491333046748
2400,2400,0,93451290018578780
2401,2401,0,66429417374351652
2402,2402,0,64177411398041860
2403,2403,0,48414434741977284
2404,2404,0,-246294465856340800
2405,2405,0,-283449506383987628
2406,2406,0,-291331114968220640
2407,2407,0,-304841982577148948
2408,2408,0,-316101256529249352
2409,2409,0,-562676909596149676
2410,2410,0,-569432583917733776
2411,2411,0,-589698885319591944
2412,2412,0,-596454284763793480
2413,2413,0,-609965392890366032
2414,2414,0,-612217467579336772
2415,2415,0,-724808970123020736
2416,2416,0,-729312483848423964
2417,2417,0,-722557445186718208
2418,2418,0,-724809176278305288
2419,2419,0,-725935041828031008
2420,2420,0,-675268790094858688
2421,2421,0,-691031491868297596
2422,2422,0,-668513201674717540
2423,2423,0,-673016715400120628
2424,2424,0,-648246917448534332
2425,2425,0,-478233007814805152
2426,2426,0,-452337447391659688
2427,2427,0,-442203935911904816
2428,2428,0,-432070647765206512
2429,2429,0,-415181822741906932
2430,2430,0,-401670937958876572
2431,2431,0,-122443483207893460
2432,2432,0,-84162577131831732
2433,2433,0,-81910536798404916
2434,2434,0,-63895863404200164
2435,2435,0,-41377281152843996
2436,2436,0,262338646902309696
2437,2437,0,267968352598623148
2438,2438,0,293864308156924884
2439,2439,0,306249430476522524
2440,2440,0,325390072489968692
2441,2441,0,565210223041316768
2442,2442,0,582098962162649084
2443,2443,0,593358270469769228
2444,2444,0,595610121829877816
2445,2445,0,606869172438435924
2446,2446,0,606869327059880020
2447,2447,0,735223548555823652
2448,2448,0,730720120725047780
2449,2449,0,728468389631887904
2450,2450,0,730720223805835772
2451,2451,0,735223823431109176
2452,2452,0,676676152093051280
2453,2453,0,662039401765013912
2454,2454,0,669920787008063780
2455,2455,0,663165232947136840
2456,2456,0,649654159187642656
2457,2457,0,476262755993388680
2458,2458,0,460500037031429776
2459,2459,0,431226313034958436
2460,2460,0,428974341418386960
2461,2461,0,415463473813915128
2462,2462,0,399700600237327796
2463,2463,0,114843628774621652
2464,2464,0,106962054544097712
2465,2465,0,79940422416466268
2466,2466,0,64177239597777180
2467,2467,0,48414503460929740
2468,2468,0,-239538928976855916
2469,2469,0,-277819835051344780
2470,2470,0,-293582811710030844
2471,2471,0,-305967745046086680
2472,2472,0,-322856741872272440
2473,2473,0,-564928743770097584
2474,2474,0,-582943537418143688
2475,2475,0,-572810386721146876
2476,2476,0,-589699125842479160
2477,2477,0,-581817895213008940
2478,2478,0,-618972849842096208
2479,2479,0,-711298411756456424
2480,2480,0,-729312638464100884
2481,2481,0,-731564472644340240
2482,2482,0,-724809021657909724
2483,2483,0,-729312638473013796
2484,2484,0,-679772613060004184
2485,2485,0,-668513425015638420
2486,2486,0,-677520521188018480
2487,2487,0,-668513184491178260
2488,2488,0,-661757664789989708
2489,2489,0,-473729579988223680
2490,2490,0,-463596343382705768
2491,2491,0,-430944868122428972
2492,2492,0,-427566927881897476
2493,2493,0,-421937256546371064
2494,2494,0,-399419017885320620
2495,2495,0,-102177044365509036
2496,2496,0,-93169810746835308
2497,2497,0,-79658702622884140
2498,2498,0,-66147594503127308
2499,2499,0,-43629287126008012
2500,2500,0,244324076594135936
2501,2501,0,273597920851002244
2502,2502,0,289360485189157856
2503,2503,0,316382495278629936
2504,2504,0,325389935054160944
2505,2505,0,565210291757123500
2506,2506,0,557329181391456220
2507,2507,0,594484101656610832
2508,2508,0,595609915667777608
2509,2509,0,601239569824483396
2510,2510,0,620380297738586208
2511,2511,0,731846089348745768
2512,2512,0,732971817458993724
2513,2513,0,727342455365306908
2514,2514,0,730720361243740688
2515,2515,0,731845986274773552
2516,2516,0,674424609978976648
2517,2517,0,668794938643974492
2518,2518,0,672172586824370540
2519,2519,0,663165129869494568
2520,2520,0,647402428092385596
2521,2521,0,469507459633120972
2522,2522,0,453744654773913216
2523,2523,0,437981884271035984
2524,2524,0,422219045057857028
2525,2525,0,417715239269434880
2526,2526,0,401952451589572036
2527,2527,0,112591794599625188
2528,2528,0,95703158550167896
2529,2529,0,70932982640935236
2530,2530,0,59673743051718892
2531,2531,0,43911006913298644
2532,2532,0,-250797928041874240
2533,2533,0,-280071772304245716
2534,2534,0,-284575406292927428
2535,2535,0,-299212483040052220
2536,2536,0,-318353021984506944
2537,2537,0,-553669607260096396
2538,2538,0,-573936217903269808
2539,2539,0,-579565820520892396
2540,2540,0,-600958227992217656
2541,2541,0,-594202931631949940
2542,2542,0,-614469318933678188
2543,2543,0,-729312878986988060
2544,2544,0,-722557359283702264
2545,2545,0,-718053811197512204
2546,2546,0,-727061027631073808
2547,2547,0,-733816444253047336
2548,2548,0,-677520933506451864
2549,2549,0,-685401854896703820
2550,2550,0,-670765173282375976
2551,2551,0,-665135416049600816
2552,2552,0,-657253910540126552
2553,2553,0,-478233385772451520
2554,2554,0,-456840909582960260
2555,2555,0,-444455838803756632
2556,2556,0,-425315231143495184
2557,2557,0,-417433828717954548
2558,2558,0,-397167080635303300
2559,2559,0,-104428947261030812
2560,2560,0,-99925107109200296
2561,2561,0,-84162233532350796
2562,2562,0,-61644132308943140
2563,2563,0,-41377452949962972
2564,2564,0,248827641861505928
2565,2565,0,287108444855468964
2566,2566,0,282605223190725620
2567,2567,0,306249327393375244
2568,2568,0,329893706480223296
2569,2569,0,564084357493688196
2570,2570,0,566336346284885972
2571,2571,0,585476902405015528
2572,2572,0,588854619306985480
2573,2573,0,610247009596868684
2574,2574,0,611372943869216860
2575,2575,0,722838615218194972
2576,2576,0,730720000463866360
2577,2577,0,729594083382921768
2578,2578,0,714957711008336440
2579,2579,0,731846054992153172
2580,2580,0,696942384777529680
2581,2581,0,682305600086608228
2582,2582,0,676676203628988812
2583,2583,0,673298297750030648
2584,2584,0,654157793173178664
2585,2585,0,458248632358143640
2586,2586,0,455996471763535504
2587,2587,0,446988980450756196
2588,2588,0,424470913591543320
2589,2589,0,406456343275505092
2590,2590,0,401952314151405016
2591,2591,0,114843834929906132
2592,2592,0,102458592356729208
2593,2593,0,70932879560147276
2594,2594,0,59673811771719968
2595,2595,0,34903670216458452
2596,2596,0,-259805127295828800
2597,2597,0,-265434970436076468
2598,2598,0,-293582742986621904
2599,2599,0,-299212620483986460
2600,2600,0,-331863838043341892
2601,2601,0,-563802912582207408
2602,2602,0,-571684297829976000
2603,2603,0,-587447188588791764
2604,2604,0,-603209615487469592
2605,2605,0,-608839458618542164
2606,2606,0,-600958227992741996
2607,2607,0,-710172374412757520
2608,2608,0,-733816341173832188
2609,2609,0,-727061044813040088
2610,2610,0,-727060769936181800
2611,2611,0,-736068347148044836
2612,2612,0,-673016938744711588
2613,2613,0,-673016955920386432
2614,2614,0,-670765173285521776
2615,2615,0,-658380085327497528
2616,2616,0,-655002162269718840
2617,2617,0,-478233282693236384
2618,2618,0,-461344595106530944
2619,2619,0,-446707604254033516
2620,2620,0,-417434103598220820
2621,2621,0,-410678291835848208
2622,2622,0,-397167303971243472
2623,2623,0,-110058618591314348
2624,2624,0,-90917976577081728
2625,2625,0,-79658633908650292
2626,2626,0,-66147594502603028
2627,2627,0,-34622156582355140
2628,2628,0,253331585085735780
2629,2629,0,280353182853890996
2630,2630,0,293864308156924828
2631,2631,0,303997493223359524
2632,2632,0,325389917874291816
2633,2633,0,558454926681049008
2634,2634,0,564084477752248256
2635,2635,0,594483998582638612
2636,2636,0,602365538445559804
2637,2637,0,600113910436333616
2638,2638,0,615876577854228572
2639,2639,0,721713058910833192
2640,2640,0,721712904289913332
2641,2641,0,741979085434259992
2642,2642,0,735223892152158772
2643,2643,0,732971954899520004
2644,2644,0,683431757692012952
2645,2645,0,674424403820546416
2646,2646,0,683431482811484472
2647,2647,0,669920563669764416
2648,2648,0,647402565533960532
2649,2649,0,465003928724178600
2650,2650,0,449241175406413416
2651,2651,0,433478147206809196
2652,2652,0,426722661865883144
2653,2653,0,431225935069447640
2654,2654,0,408707799489971648
2655,2655,0,119347194042253772
2656,2656,0,91199455847776644
2657,2657,0,84443747164356916
2658,2658,0,68680942305935644
2659,2659,0,52917862569607340
2660,2660,0,-255301665109508996
2661,2661,0,-276693866424763324
2662,2662,0,-298086445693993932
2663,2663,0,-298086720575308808
2664,2664,0,-316101101905445984
2665,2665,0,-563802981300635544
2666,2666,0,-573936046102480856
2667,2667,0,-597580219030374416
2668,2668,0,-585195526214584336
2669,2669,0,-604335927713269880
2670,2670,0,-618972918563145816
2671,2671,0,-721431270398822932
2672,2672,0,-724809073201187336
2673,2673,0,-734942309799627304
2674,2674,0,-731564661617658420
2675,2675,0,-732690509986466324
2676,2676,0,-684275869091039632
2677,2677,0,-682024086451980648
2678,2678,0,-682024120815913268
2679,2679,0,-664009791022762296
2680,2680,0,-664009275625113892
2681,2681,0,-475981311081383588
2682,2682,0,-441078362424936116
2683,2683,0,-435448467747702348
2684,2684,0,-434322516299679256
2685,2685,0,-426440821809808888
2686,2686,0,-415181771198891468
2687,2687,0,-106680712711831988
2688,2688,0,-86414239507087768
2689,2689,0,-68399669198913836
2690,2690,0,-63895794686296332
2691,2691,0,-43629287124435156
2692,2692,0,257834738035721052
2693,2693,0,280353148493366148
2694,2694,0,291612577062192068
2695,2695,0,309627130196263924
2696,2696,0,323138255497200704
2697,2697,0,562958457583699888
2698,2698,0,570839894374746072
2699,2699,0,588854602123970596
2700,2700,0,595610053106206744
2701,2701,0,612498568892909620
2702,2702,0,620380194659895432
2703,2703,0,708202053867670016
2704,2704,0,730720223805311480
2705,2705,0,731846020633987596
2706,2706,0,726216400839117336
2707,2707,0,737475760686369296
2708,2708,0,681179820440422828
2709,2709,0,684557331179768188
2710,2710,0,676676358249384292
2711,2711,0,669920666751600964
2712,2712,0,660913398775286104
2713,2713,0,467255694175504084
2714,2714,0,451492837777213028
2715,2715,0,440233787168654904
2716,2716,0,428974427318257180
2717,2717,0,408708005653120508
2718,2718,0,397448937861285288
2719,2719,0,111465825968587180
2720,2720,0,100206689461207460
2721,2721,0,82191981711458660
2722,2722,0,73184576288850128
2723,2723,0,28148030255137012
2724,2724,0,-250798065483711328
2725,2725,0,-284575371932140428
2726,2726,0,-302589942240314320
2727,2727,0,-300338554748208176
2728,2728,0,-325108593221895280
2729,2729,0,-557047547500890052
2730,2730,0,-562677081396414440
2731,2731,0,-578439989334575080
2732,2732,0,-591950977197344808
2733,2733,0,-589699263284054076
2734,2734,0,-621224546574993548
2735,2735,0,-724809004480662024
2736,2736,0,-724809073200663048
2737,2737,0,-737193903456979448
2738,2738,0,-731564541361719776
2739,2739,0,-729312844627773924
2740,2740,0,-675268824457742752
2741,2741,0,-682024120819059084
2742,2742,0,-668513253213276528
2743,2743,0,-660632056944068960
2744,2744,0,-650498648538548496
2745,2745,0,-469225946002163416
2746,2746,0,-463596188761523860
2747,2747,0,-426441509014799920
2748,2748,0,-415182217886762492
2749,2749,0,-412929988569269696
2750,2750,0,-394915555697952184
2751,2751,0,-108932581250236868
2752,2752,0,-104428741097881976
2753,2753,0,-81910639875522884
2754,2754,0,-68399359957074196
2755,2755,0,-25614888611807436
2756,2756,0,239820305170432884
2757,2757,0,275849686303114148
2758,2758,0,300619776315098052
2759,2759,0,309627061475214308
2760,2760,0,329893534685725788
2761,2761,0,569714166265022384
2762,2762,0,570840117716715492
2763,2763,0,589980330234218488
2764,2764,0,588854980083189828
2765,2765,0,610246940880537644
2766,2766,0,618128343306602588
2767,2767,0,723964618201631260
2768,2768,0,726216521095580180
2769,2769,0,728468458349791792
2770,2770,0,737475554527939120
2771,2771,0,729594220816108076
2772,2772,0,685683488787270068
2773,2773,0,678928037805033856
2774,2774,0,676676134910036324
2775,2775,0,672172500921878908
2776,2776,0,651906251060676908
2777,2777,0,474011059255248548
2778,2778,0,437982124795496120
2779,2779,0,444737214994974268
2780,2780,0,435729861116954144
2781,2781,0,406456308919436780
2782,2782,0,392945235157583260
2783,2783,0,109213923079881180
2784,2784,0,82192187872510348
2785,2785,0,82191912992506140
2786,2786,0,66429108134609188
2787,2787,0,34903532781699252
2788,2788,0,-257553430564242320
2789,2789,0,-292456602558202756
2790,2790,0,-291330874455032784
2791,2791,0,-313849284914250768
2792,2792,0,-316101119089771588
