Sample in Buffer,Sample in Window,TRIGGER,design_1_i/design_1_i/usp_rf_data_converter_0_m00_axis_tdata_1[63:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED
1001,1001,0,-554795644605892500
1002,1002,0,-567180681021163492
1003,1003,0,-591950822575376404
1004,1004,0,-587447137047087116
1005,1005,0,-605461724538800176
1006,1006,0,-614469044058392672
1007,1007,0,-740571774974102052
1008,1008,0,-724809124740794872
1009,1009,0,-738319906445658636
1010,1010,0,-736068295608961572
1011,1011,0,-740572015493319260
1012,1012,0,-677520727348021616
1013,1013,0,-676394827437508976
1014,1014,0,-668513407833672044
1015,1015,0,-674142718387751260
1016,1016,0,-661757596072085844
1017,1017,0,-475981311077713576
1018,1018,0,-454588886429402752
1019,1019,0,-430944971200595532
1020,1020,0,-415182097624008216
1021,1021,0,-415182097621124612
1022,1022,0,-406174486045853156
1023,1023,0,-115688049408147940
1024,1024,0,-99925210189463980
1025,1025,0,-79658668265767244
1026,1026,0,-72902925221560608
1027,1027,0,-41377693466034396
1028,1028,0,248827848020460372
1029,1029,0,274723786398368692
1030,1030,0,302871455872320476
1031,1031,0,308501333369947152
1032,1032,0,316382787337192552
1033,1033,0,559580929659766664
1034,1034,0,577595345355409356
1035,1035,0,582099168324224968
1036,1036,0,586603008469764116
1037,1037,0,597862110625794116
1038,1038,0,613624795220412508
1039,1039,0,720587055922678256
1040,1040,0,712705636314122760
1041,1041,0,723964618204252720
1042,1042,0,737475520168200768
1043,1043,0,730720361246886476
1044,1044,0,681179889160948100
1045,1045,0,686809302790572408
1046,1046,0,665417118663838044
1047,1047,0,668794663763446132
1048,1048,0,660913330054236400
1049,1049,0,469507425267615376
1050,1050,0,458248374655911508
1051,1051,0,446988946091279936
1052,1052,0,419967245242074620
1053,1053,0,415463611253130716
1054,1054,0,410959668022609300
1055,1055,0,110339857350132116
1056,1056,0,106962088901214628
1057,1057,0,82192187869888860
1058,1058,0,52918171810922736
1059,1059,0,34903464055931068
1060,1060,0,-264308658209489776
1061,1061,0,-278945631873729468
1062,1062,0,-284575543733978060
1063,1063,0,-307093885472670728
1064,1064,0,-329611969513849912
1065,1065,0,-567180612301686708
1066,1066,0,-582943348439058392
1067,1067,0,-587447051147216852
1068,1068,0,-598706136118134840
1069,1069,0,-612217158342215740
1070,1070,0,-614469095599048816
1071,1071,0,-716927911288048148
1072,1072,0,-720305611010148864
1073,1073,0,-730438675811469864
1074,1074,0,-733816306814618108
1075,1075,0,-741697915402258968
1076,1076,0,-686528012501584312
1077,1077,0,-686527995322763648
1078,1078,0,-670765224825653612
1079,1079,0,-670765018665126220
1080,1080,0,-648246831547615528
1081,1081,0,-478233317055596204
1082,1082,0,-454589126946260632
1083,1083,0,-430944902481905212
1084,1084,0,-418559969145062908
1085,1085,0,-417433622553232828
1086,1086,0,-401670886417696172
1087,1087,0,-131450510662369732
1088,1088,0,-102176872567341432
1089,1089,0,-75155068634726740
1090,1090,0,-61643857434181904
1091,1091,0,-45881121297858756
1092,1092,0,266842212169417588
1093,1093,0,283731088736519124
1094,1094,0,289360588272305168
1095,1095,0,303997699379692552
1096,1096,0,318634587152188512
1097,1097,0,558454789240522628
1098,1098,0,566336518087247828
1099,1099,0,585476833684490232
1100,1100,0,611372926683580448
1101,1101,0,602365572809492560
1102,1102,0,611373132843059336
1103,1103,0,738601660590066236
1104,1104,0,728468492711102964
1105,1105,0,728468458352413204
1106,1106,0,719461207558588976
1107,1107,0,745357025674529312
1108,1108,0,687935357319907768
1109,1109,0,674424575616092568
1110,1110,0,683431568712403292
1111,1111,0,675550441159002436
1112,1112,0,656409919405951308
1113,1113,0,462752163268658868
1114,1114,0,444737661678126680
1115,1115,0,442485380821026372
1116,1116,0,419967485758146064
1117,1117,0,415463370733913612
1118,1118,0,413211536556557708
1119,1119,0,122724928119898556
1120,1120,0,106962157620691360
1121,1121,0,66429451735662916
1122,1122,0,73184645015666972
1123,1123,0,41658932220657892
1124,1124,0,-257553396207387520
1125,1125,0,-276693900783190964
1126,1126,0,-295834371000566780
1127,1127,0,-310471413396341784
1128,1128,0,-331863889586357332
1129,1129,0,-562676943952742288
1130,1130,0,-582943468700239832
1131,1131,0,-586321254325356580
1132,1132,0,-598706256380364876
1133,1133,0,-593076928643794988
1134,1134,0,-614469233034856588
1135,1135,0,-720305473573816840
1136,1136,0,-722557324928158252
1137,1137,0,-732690509986466300
1138,1138,0,-736068209705421360
1139,1139,0,-733816375537764880
1140,1140,0,-697786925671188856
1141,1141,0,-674142958908017024
1142,1142,0,-670765156106701128
1143,1143,0,-669639015680641348
1144,1144,0,-657254099520784724
1145,1145,0,-478232973455066824
1146,1146,0,-456840926757586564
1147,1147,0,-448959232272172656
1148,1148,0,-427567048140457484
1149,1149,0,-412930229085603272
1150,1150,0,-399418863267546536
1151,1151,0,-120191683395781044
1152,1152,0,-99925004032082312
1153,1153,0,-77406868453130548
1154,1154,0,-61643926153134312
1155,1155,0,-43629149685481692
1156,1156,0,264590274913108864
1157,1157,0,265716484061791116
1158,1158,0,282605360625222604
1159,1159,0,299494031031534648
1160,1160,0,329893414422185040
1161,1161,0,569714200626333604
1162,1162,0,579847042088306632
1163,1163,0,585476971125540848
1164,1164,0,579847385691457584
1165,1165,0,609121178410551412
1166,1166,0,611373184386861156
1167,1167,0,726216521097153040
1168,1168,0,735223840613599784
1169,1169,0,730720120729242156
1170,1170,0,730720326884002328
1171,1171,0,732972092341095008
1172,1172,0,690187157137787280
1173,1173,0,685683437246613884
1174,1174,0,676676117730167152
1175,1175,0,657535870856071484
1176,1176,0,658661289725528360
1177,1177,0,453744826573915848
1178,1178,0,455996488945764000
1179,1179,0,449240952063657560
1180,1180,0,437981712469198396
1181,1181,0,408708040014956052
1182,1182,0,408707988472202680
1183,1183,0,115969528678318564
1184,1184,0,100206723819897260
1185,1185,0,97954614766993796
1186,1186,0,57421874520129788
1187,1187,0,50666200196972772
1188,1188,0,-244042459881341744
1189,1189,0,-277819938127676324
1190,1190,0,-277820144291349504
1191,1191,0,-303716151390045212
1192,1192,0,-329612141305988184
1193,1193,0,-554795782046418864
1194,1194,0,-580691531442358244
1195,1195,0,-582943554596964352
1196,1196,0,-598706222017480748
1197,1197,0,-609965255447742540
1198,1198,0,-625728232104855676
1199,1199,0,-728186772920666596
1200,1200,0,-727060873013824012
1201,1201,0,-728186979079621148
1202,1202,0,-731564678800673268
1203,1203,0,-731564472640145940
1204,1204,0,-666261504939198868
1205,1205,0,-683150089441708428
1206,1206,0,-668513253211179412
1207,1207,0,-660631919502494008
1208,1208,0,-664009550504593732
1209,1209,0,-473729614345864884
1210,1210,0,-450085458599937652
1211,1211,0,-433196633575327268
1212,1212,0,-429818693335057968
1213,1213,0,-406174726568216044
1214,1214,0,-397167235253863828
1215,1215,0,-104428844179718556
1216,1216,0,-88666039320248712
1217,1217,0,-88665661360505116
1218,1218,0,-54888870308937992
1219,1219,0,-41377659105771716
1220,1220,0,257834978553889672
1221,1221,0,269094115067560844
1222,1222,0,284856988642313180
1223,1223,0,307375296022578216
1224,1224,0,327641803587585096
1225,1225,0,574217559736584088
1226,1226,0,575343511185131496
1227,1227,0,577595396900259868
1228,1228,0,604617424163833936
1229,1229,0,607995278505805920
1230,1230,0,629387445457389696
1231,1231,0,734097751725574656
1232,1232,0,726216452378200588
1233,1233,0,730720086365833780
1234,1234,0,730720103546227228
1235,1235,0,747608859850050076
1236,1236,0,690187225853593976
1237,1237,0,681179906337671600
1238,1238,0,676676203633183076
1239,1239,0,663165198587398512
1240,1240,0,656409919405427004
1241,1241,0,476263030868149940
1242,1242,0,446989238149580440
1243,1243,0,426722919565755984
1244,1244,0,426722524424570388
1245,1245,0,408708074371024360
1246,1246,0,399700445619029460
1247,1247,0,112591897679888812
1248,1248,0,93451324379365708
1249,1249,0,68681354626466116
1250,1250,0,57421977596723436
1251,1251,0,48414194221711588
1252,1252,0,-259805367817667396
1253,1253,0,-273316166704497564
1254,1254,0,-289079143360299996
1255,1255,0,-312723247566619676
1256,1256,0,-322856570068337764
1257,1257,0,-552544188390115252
1258,1258,0,-562677184476678132
1259,1259,0,-566054849838516240
1260,1260,0,-594202570848929796
1261,1261,0,-599832328084850732
1262,1262,0,-614469336111974516
1263,1263,0,-733816306816715280
1264,1264,0,-724809107562498588
1265,1265,0,-737194109615409652
1266,1266,0,-724809176280402476
1267,1267,0,-724809279358568960
1268,1268,0,-688779760774089088
1269,1269,0,-660632125667215680
1270,1270,0,-668513184492751212
1271,1271,0,-659506088314079548
1272,1272,0,-664009430243412272
1273,1273,0,-478233076535330440
1274,1274,0,-456840754960991840
1275,1275,0,-435448570831636028
1276,1276,0,-432070561865598488
1277,1277,0,-415181891464267264
1278,1278,0,-401670972318614968
1279,1279,0,-122443414492086756
1280,1280,0,-108932409446302060
1281,1281,0,-77407074612609356
1282,1282,0,-66147525783650596
1283,1283,0,-32370219334435028
1284,1284,0,255583178743612244
1285,1285,0,272471849147564932
1286,1286,0,298367821884425192
1287,1287,0,301745899569153060
1288,1288,0,318634673051796504
1289,1289,0,552825530223953852
1290,1290,0,564084598012905388
1291,1291,0,588854705207904292
1292,1292,0,600113652736198716
1293,1293,0,606869206799222872
1294,1294,0,622632063195678820
1295,1295,0,725090586828474860
1296,1296,0,737475537345972732
1297,1297,0,722839027536628228
1298,1298,0,728468475535428172
1299,1299,0,736349654619523592
1300,1300,0,683431723334896032
1301,1301,0,674424438177139092
1302,1302,0,665417118662789480
1303,1303,0,669920529311074660
1304,1304,0,663165147048839488
1305,1305,0,483018602112616116
1306,1306,0,465003859999458936
1307,1307,0,433478215928645220
1308,1308,0,426722713404704240
1309,1309,0,417715411067602360
1310,1310,0,406455982496417212
1311,1311,0,111466135211999668
1312,1312,0,95703089835934092
1313,1313,0,73184713736716620
1314,1314,0,66429279929106732
1315,1315,0,41658966582493388
1316,1316,0,-259805333456618284
1317,1317,0,-277819869410821044
1318,1318,0,-291330943170053084
1319,1319,0,-296960717592396824
1320,1320,0,-325108369882023036
1321,1321,0,-578439542651160500
1322,1322,0,-560425230043645884
1323,1323,0,-593076550679857188
1324,1324,0,-603209701386291228
1325,1325,0,-615594789340121128
1326,1326,0,-605462085319723120
1327,1327,0,-722557307742521856
1328,1328,0,-709046491682113984
1329,1329,0,-728186772920666624
1330,1330,0,-720305507934603756
1331,1331,0,-730438641456974364
1332,1332,0,-682024189533817268
1333,1333,0,-678646524175649164
1334,1334,0,-668513321931704676
1335,1335,0,-664009722301188408
1336,1336,0,-666261126976833848
1337,1337,0,-466974317984024252
1338,1338,0,-447833469807953544
1339,1339,0,-437700301923747400
1340,1340,0,-429818779234141732
1341,1341,0,-410678257474799068
1342,1342,0,-394915452613756328
1343,1343,0,-114562046423663004
1344,1344,0,-79659114947608908
1345,1345,0,-77406731009982796
1346,1346,0,-59392332497355028
1347,1347,0,-30118591316295852
1348,1348,0,257835012916773760
1349,1349,0,289360622628111236
1350,1350,0,284856919924933632
1351,1351,0,301745899566007344
1352,1352,0,332145626552206432
1353,1353,0,578721056283166660
1354,1354,0,584351002497648596
1355,1355,0,592232301847644164
1356,1356,0,579847763652773952
1357,1357,0,598987804371585132
1358,1358,0,609121453287934060
1359,1359,0,734097923524266504
1360,1360,0,730720275349113392
1361,1361,0,737475623246891536
1362,1362,0,726216710078859832
1363,1363,0,723964790004517448
1364,1364,0,692438819511470480
1365,1365,0,673298572632656264
1366,1366,0,681179700179241340
1367,1367,0,671046394859751736
1368,1368,0,658661667680029000
1369,1369,0,469507390908401312
1370,1370,0,462751802488522352
1371,1371,0,444737146277332544
1372,1372,0,435729947020756528
1373,1373,0,404204577824179724
1374,1374,0,390693521242719648
1375,1375,0,115969425603297756
1376,1376,0,91199490208039292
1377,1377,0,79940181900919172
1378,1378,0,61925680302784796
1379,1379,0,43910938193297620
1380,1380,0,-259805092936614748
1381,1381,0,-280071600506078076
1382,1382,0,-291330874455557064
1383,1383,0,-299212276883981300
1384,1384,0,-322856690328994892
1385,1385,0,-551418047963006832
1386,1386,0,-571684469628667836
1387,1387,0,-591950616414324700
1388,1388,0,-591950805395507244
1389,1389,0,-603209959085377624
1390,1390,0,-612217330141956192
1391,1391,0,-724808970118302192
1392,1392,0,-727060873012251148
1393,1393,0,-733816272453831176
1394,1394,0,-729312947708037644
1395,1395,0,-737194040896981524
1396,1396,0,-684276195512748424
1397,1397,0,-676394690001176916
1398,1398,0,-675268790093285756
1399,1399,0,-671890987289872700
1400,1400,0,-645995066094192928
1401,1401,0,-482736710522963664
1402,1402,0,-447833624423106132
1403,1403,0,-437700370642699808
1404,1404,0,-420811459715859972
1405,1405,0,-408426457658754484
1406,1406,0,-401670800519136676
1407,1407,0,-111184381061300644
1408,1408,0,-95421541839995296
1409,1409,0,-77406868448936260
1410,1410,0,-59392401219977488
1411,1411,0,-32370288049717412
1412,1412,0,255583075663872924
1413,1413,0,280353217214153676
1414,1414,0,293864394058105820
1415,1415,0,307375227300480072
1416,1416,0,318634655870354516
1417,1417,0,552825427141593008
1418,1418,0,588854499039250448
1419,1419,0,579847368512636912
1420,1420,0,593358442270033964
1421,1421,0,600113772997904484
1422,1422,0,624883794287265892
1423,1423,0,736349620257163744
1424,1424,0,728468252190837272
1425,1425,0,745357025675577884
1426,1426,0,735223874973338192
1427,1427,0,741979394676623944
1428,1428,0,690187139957918104
1429,1429,0,678928175244511584
1430,1430,0,674424438176614788
1431,1431,0,663165198590019908
1432,1432,0,649654210727250228
1433,1433,0,474011162334987976
1434,1434,0,451492940860098196
1435,1435,0,442485552620242488
1436,1436,0,422219302755632660
1437,1437,0,422218941973136904
1438,1438,0,399700703314707944
1439,1439,0,119347090959368652
1440,1440,0,88947724752519588
1441,1441,0,75436754070667580
1442,1442,0,57421943238033692
1443,1443,0,37155401312764100
1444,1444,0,-253049693494772564
1445,1445,0,-272190438593725300
1446,1446,0,-280071772306867124
1447,1447,0,-302590217120842820
1448,1448,0,-311597656897684480
1449,1449,0,-551418082325890968
1450,1450,0,-562677270376023984
1451,1451,0,-584069626306168844
1452,1452,0,-594202759828015080
1453,1453,0,-599832087565633632
1454,1454,0,-612217519117895800
1455,1455,0,-714675905318029800
1456,1456,0,-722557084408941016
1457,1457,0,-742823677870672372
1458,1458,0,-729312878984366640
1459,1459,0,-728186807280929356
1460,1460,0,-682024412873165200
1461,1461,0,-679772458438035796
1462,1462,0,-664009498966559116
1463,1463,0,-661757853766453600
1464,1464,0,-661757853766977880
1465,1465,0,-466974111826118308
1466,1466,0,-461344560747579020
1467,1467,0,-442204107711907432
1468,1468,0,-425315317045200408
1469,1469,0,-406174520412145128
1470,1470,0,-381404756813219236
1471,1471,0,-116813811876561372
1472,1472,0,-93169845109719404
1473,1473,0,-81910433717616988
1474,1474,0,-63895657248915724
1475,1475,0,-43629390200504476
1476,1476,0,246575979488346968
1477,1477,0,266842212171776916
1478,1478,0,282605326263911344
1479,1479,0,303997493222048820
1480,1480,0,327641837947585632
1481,1481,0,564084323135522732
1482,1482,0,577595603055544292
1483,1483,0,597861904461596696
1484,1484,0,597862110618978364
1485,1485,0,596736142001047632
1486,1486,0,620380263379372156
1487,1487,0,734097957882432028
1488,1488,0,741979171334130224
1489,1489,0,738601454435306012
1490,1490,0,730720292524788280
1491,1491,0,740853391690041944
1492,1492,0,690187225853069712
1493,1493,0,690187036876605836
1494,1494,0,672172655544895868
1495,1495,0,666542967032645964
1496,1496,0,656409713248045356
1497,1497,0,471759328165758644
1498,1498,0,467255676993799804
1499,1499,0,431226484832601668
1500,1500,0,435729758036166184
1501,1501,0,417715136186811888
1502,1502,0,397448697342068144
1503,1503,0,126102421682520540
1504,1504,0,91199421488562604
1505,1505,0,82192084788576612
1506,1506,0,64177342680662276
1507,1507,0,25896367885123772
1508,1508,0,-259805230379762556
1509,1509,0,-268812635792671692
1510,1510,0,-284575543731094456
1511,1511,0,-318352678378210372
1512,1512,0,-322856638786503720
1513,1513,0,-553669779056166800
1514,1514,0,-578439783172999112
1515,1515,0,-589698885320116212
1516,1516,0,-589698799426013168
1517,1517,0,-588573294657210448
1518,1518,0,-625728214926559328
1519,1519,0,-722557342103308792
1520,1520,0,-722557221842127388
1521,1521,0,-734942206721985052
1522,1522,0,-718053948638038576
1523,1523,0,-736068209709091420
1524,1524,0,-682024326972770676
1525,1525,0,-679772252283799900
1526,1526,0,-661757853772220752
1527,1527,0,-653876451341961564
1528,1528,0,-664009550500399388
1529,1529,0,-469225945998493380
1530,1530,0,-445581669996103292
1531,1531,0,-451211135165597248
1532,1532,0,-432070579048089116
1533,1533,0,-406174726565332440
1534,1534,0,-397167424230327760
1535,1535,0,-110058309356814788
1536,1536,0,-88666279843135832
1537,1537,0,-84162096091300164
1538,1538,0,-63895829048656132
1539,1539,0,-48132783671541940
1540,1540,0,248827779297575816
1541,1541,0,271346052321248164
1542,1542,0,289360777251914740
1543,1543,0,308501333365752872
1544,1544,0,320886575944959056
1545,1545,0,562958629386061744
1546,1546,0,586602853850941364
1547,1547,0,582099237042128920
1548,1548,0,595610207730272260
1549,1549,0,605743478686877748
1550,1550,0,615876646573181096
1551,1551,0,722838924456888876
1552,1552,0,732972075156507148
1553,1553,0,718335187392662068
1554,1554,0,732971972078864932
1555,1555,0,743105122782153276
1556,1556,0,699194528189122996
1557,1557,0,692438974128196004
1558,1558,0,683431706153453948
1559,1559,0,664291167216339268
1560,1560,0,660913381590698256
1561,1561,0,467255831618651876
1562,1562,0,455996626383144532
1563,1563,0,440233787167344260
1564,1564,0,426722816483657212
1565,1565,0,419966832925214148
1566,1566,0,390693400980489672
1567,1567,0,118221431571218868
1568,1568,0,95703055475671444
1569,1569,0,88947552953303396
1570,1570,0,66429245571465512
1571,1571,0,41659000937513180
1572,1572,0,-264308864362677088
1573,1573,0,-275568069594514340
1574,1574,0,-293582674263999476
1575,1575,0,-314975047377683504
1576,1576,0,-320604787437143128
1577,1577,0,-568306374772197292
1578,1578,0,-567180818460117008
1579,1579,0,-588572985412749336
1580,1580,0,-596454508104189948
1581,1581,0,-597580425192998996
1582,1582,0,-616720895406442576
1583,1583,0,-738319906441464348
1584,1584,0,-722557273388026392
1585,1585,0,-724809279359093248
1586,1586,0,-715802097282124288
1587,1587,0,-723683310732773928
1588,1588,0,-691031371609213300
1589,1589,0,-687653689070651740
1590,1590,0,-673017127716456816
1591,1591,0,-667387284586432868
1592,1592,0,-645995117633276176
1593,1593,0,-473729579985077944
1594,1594,0,-461344629469152912
1595,1595,0,-442203970268235348
1596,1596,0,-417433983336252952
1597,1597,0,-417433725634807264
1598,1598,0,-410678154392438184
1599,1599,0,-112310349689192868
1600,1600,0,-81910708600766864
1601,1601,0,-77406902811820340
1602,1602,0,-52636692541276444
1603,1603,0,-34622156584976580
1604,1604,0,264590412355208020
1605,1605,0,271346121039676332
1606,1606,0,298367856243377064
1607,1607,0,316382460916270136
1608,1608,0,318634638691533948
1609,1609,0,560706760853948376
1610,1610,0,577595293817898996
1611,1611,0,593358133030291456
1612,1612,0,593358545351346212
1613,1613,0,610247043959228520
1614,1614,0,622631977293711428
1615,1615,0,723964686924253700
1616,1616,0,721712955831093824
1617,1617,0,727342489727142444
1618,1618,0,721713230713195048
1619,1619,0,722838958818200080
1620,1620,0,687935237062396316
1621,1621,0,681179871977933160
1622,1622,0,672172689903061392
1623,1623,0,663165164228184388
1624,1624,0,663165095510280484
1625,1625,0,460500294736545456
1626,1626,0,471759156361037452
1627,1627,0,442485277742597700
1628,1628,0,424470690249573880
1629,1629,0,413211777078920672
1630,1630,0,388441583994537388
1631,1631,0,113718038102278604
1632,1632,0,88947827832258960
1633,1633,0,86695615695421820
1634,1634,0,59673777411981532
1635,1635,0,41659104016728300
1636,1636,0,-248546265668453160
1637,1637,0,-268812670153982892
1638,1638,0,-282323606481077216
1639,1639,0,-303716082670306292
1640,1640,0,-313849542611502160
1641,1641,0,-566054574951696288
1642,1642,0,-573936063283922940
1643,1643,0,-577314089425635300
1644,1644,0,-573936355347990544
1645,1645,0,-609965358526957620
1646,1646,0,-621224752734996556
1647,1647,0,-723683242011200032
1648,1648,0,-727060890196314640
1649,1649,0,-734942241082772004
1650,1650,0,-727060993273956896
1651,1651,0,-730438710173829632
1652,1652,0,-684276126789601692
1653,1653,0,-668513425010919800
1654,1654,0,-673016904380778848
1655,1655,0,-660631850782493008
1656,1656,0,-659505693178661156
1657,1657,0,-469226083437446808
1658,1658,0,-461344457668101736
1659,1659,0,-453462900620330548
1660,1660,0,-425315213968868872
1661,1661,0,-412930126008747476
1662,1662,0,-394915452616639908
1663,1663,0,-115687877610504668
1664,1664,0,-95421644921831820
1665,1665,0,-88666073679462684
1666,1666,0,-61644029233398008
1667,1667,0,-39125824931299564
1668,1668,0,251079510397027184
1669,1669,0,282604845225477020
1670,1670,0,293864222261773324
1671,1671,0,303997699383100436
1672,1672,0,309627181737968660
1673,1673,0,552825495862642604
1674,1674,0,568588180463552480
1675,1675,0,582099237043701772
1676,1676,0,584351019677517824
1677,1677,0,604617372622653552
1678,1678,0,627135628460689552
1679,1679,0,725090586830572092
1680,1680,0,730720309703608864
1681,1681,0,728468595789793868
1682,1682,0,732972161058474584
1683,1683,0,732972161057950272
1684,1684,0,687935340139514256
1685,1685,0,678928003448441192
1686,1686,0,669920838548719980
1687,1687,0,671046566653725040
1688,1688,0,658661616138324308
1689,1689,0,469507356552332948
1690,1690,0,455996420226287288
1691,1691,0,442485552624961112
1692,1692,0,431226209950238232
1693,1693,0,408708074372597204
1694,1694,0,406455999681529304
1695,1695,0,131732161736475052
1696,1696,0,91199524567253376
1697,1697,0,77688416444875132
1698,1698,0,59673743051194628
1699,1699,0,41658932219609308
1700,1700,0,-259805299095307136
1701,1701,0,-276693935141880780
1702,1702,0,-282323829816493020
1703,1703,0,-313849113113723912
1704,1704,0,-329612055410312276
1705,1705,0,-561551250206427084
1706,1706,0,-567180801281820588
1707,1707,0,-589699057118808012
1708,1708,0,-578440023694837768
1709,1709,0,-599832499886688328
1710,1710,0,-605462102503262352
1711,1711,0,-714675870959340036
1712,1712,0,-729312741546461716
1713,1713,0,-716927670771976724
1714,1714,0,-736068158167386600
1715,1715,0,-738320078242777604
1716,1716,0,-684276195505408404
1717,1717,0,-678646627252242816
1718,1718,0,-682024000559450468
1719,1719,0,-675268618290399528
1720,1720,0,-652750465536821560
1721,1721,0,-478233145253758664
1722,1722,0,-463596291843098188
1723,1723,0,-439952136096384580
1724,1724,0,-423063311072036360
1725,1725,0,-408426560741377512
1726,1726,0,-403922875210466676
1727,1727,0,-116813914953155012
1728,1728,0,-106680403474710940
1729,1729,0,-77406799735226684
1730,1730,0,-70651262849974560
1731,1731,0,-48132955467088044
1732,1732,0,260086640925737804
1733,1733,0,269094218147824516
1734,1734,0,287108925892592580
1735,1735,0,297242231219946540
1736,1736,0,314131021882197028
1737,1737,0,582098859083433940
1738,1738,0,586602699234215896
1739,1739,0,587728599142631468
1740,1740,0,595610276451321924
1741,1741,0,607995415943186512
1742,1742,0,629387565716473980
1743,1743,0,714957350226889196
1744,1744,0,728468183471360536
1745,1745,0,718335324830566908
1746,1746,0,726216624177940988
1747,1747,0,734097717367933472
1748,1748,0,696942642481859016
1749,1749,0,693564908394252668
1750,1750,0,692438922586491296
1751,1751,0,664291339013982552
1752,1752,0,663164975251196240
1753,1753,0,449241398742615736
1754,1754,0,455996471765632652
1755,1755,0,419967210889152104
1756,1756,0,428974496036685304
1757,1757,0,395197034972579280
1758,1758,0,381686304806274408
1759,1759,0,120473025228571036
1760,1760,0,102458351837512080
1761,1761,0,91199352767512940
1762,1762,0,64177308315156764
1763,1763,0,39407235488284860
1764,1764,0,-257553361846338428
1765,1765,0,-274442100971602844
1766,1766,0,-286827532527797164
1767,1767,0,-314975047380304912
1768,1768,0,-322856810588341368
1769,1769,0,-552543844792731588
1770,1770,0,-578439680088803300
1771,1771,0,-579565820520368088
1772,1772,0,-600958056193001508
1773,1773,0,-600958296712218668
1774,1774,0,-612217295785887824
1775,1775,0,-737194075257768460
1776,1776,0,-727060993273432580
1777,1777,0,-737194109613836796
1778,1778,0,-733816427075799580
1779,1779,0,-734942241080150540
1780,1780,0,-682024498773035404
1781,1781,0,-683150020724328824
1782,1782,0,-666261590838544780
1783,1783,0,-660631953863805284
1784,1784,0,-664009550502496524
1785,1785,0,-475981448518764164
1786,1786,0,-459092675034023524
1787,1787,0,-444455770086376956
1788,1788,0,-432070785203897836
1789,1789,0,-419685628530591172
1790,1790,0,-412929748047693196
1791,1791,0,-124695145581052372
1792,1792,0,-102176906923934080
1793,1793,0,-79658599544193340
1794,1794,0,-70651297205518652
1795,1795,0,-43629493279719612
1796,1796,0,264590377994683200
1797,1797,0,267968352597312404
1798,1798,0,307375210120348644
1799,1799,0,309627130194953248
1800,1800,0,314131056242197608
1801,1801,0,550573592969217948
1802,1802,0,570839877194352628
1803,1803,0,580973234055546928
1804,1804,0,593358270472390688
1805,1805,0,605743409968973908
1806,1806,0,627135714364754000
1807,1807,0,727342489722423784
1808,1808,0,723964772824648192
1809,1809,0,734098060962171436
1810,1810,0,721713058908735988
1811,1811,0,720587227726088768
1812,1812,0,690187088413067660
1813,1813,0,674424506898188676
1814,1814,0,683431688973584784
1815,1815,0,660913433133975900
1816,1816,0,654158188310694184
1817,1817,0,462752128910493364
1818,1818,0,453744689129719408
1819,1819,0,449240745901557324
1820,1820,0,422219285579695636
1821,1821,0,424470673069966876
1822,1822,0,404204406019458512
1823,1823,0,118221328490955236
1824,1824,0,100206689461207468
1825,1825,0,82192016073294164
1826,1826,0,73184541934878952
1827,1827,0,37155366956171500
1828,1828,0,-253049830938182516
1829,1829,0,-280071669224244100
1830,1830,0,-284575663993324528
1831,1831,0,-318352815818212388
1832,1832,0,-327360307139904620
1833,1833,0,-560425144143775668
1834,1834,0,-573936166363138052
1835,1835,0,-579565889238272024
1836,1836,0,-589699125839333392
1837,1837,0,-600958331069859904
1838,1838,0,-616720981306312832
1839,1839,0,-729312741547510316
1840,1840,0,-740571860872923692
1841,1841,0,-728186738559879716
1842,1842,0,-722557359288945204
1843,1843,0,-736068140987517444
1844,1844,0,-682024326973819272
1845,1845,0,-680898358345927024
1846,1846,0,-666261625196185940
1847,1847,0,-671890952930134388
1848,1848,0,-655002368429197604
1849,1849,0,-469225911638230736
1850,1850,0,-452337138156111452
1851,1851,0,-435448639547180628
1852,1852,0,-436574333291660816
1853,1853,0,-403922961112171984
1854,1854,0,-394915486976116112
1855,1855,0,-124695248660791764
1856,1856,0,-108932340726301036
1857,1857,0,-90917873493672236
1858,1858,0,-52636933062590736
1859,1859,0,-43629355841814716
1860,1860,0,264590343634420540
1861,1861,0,279227214227833748
1862,1862,0,280353389018874840
1863,1863,0,307375433461793836
1864,1864,0,316382907597063208
1865,1865,0,560706760851326948
1866,1866,0,582098927806056396
1867,1867,0,574217903340259312
1868,1868,0,602365332291848244
1869,1869,0,600113807356069940
1870,1870,0,615876663755671612
1871,1871,0,729594117735844360
1872,1872,0,721712973008865820
1873,1873,0,735223789072419364
1874,1874,0,737475640426236472
1875,1875,0,737475760688990792
1876,1876,0,690187019694639480
1877,1877,0,689061102608451952
1878,1878,0,676676186449643872
1879,1879,0,663165301668186448
1880,1880,0,663165147045693756
1881,1881,0,471759259444709032
1882,1882,0,453744568875091536
1883,1883,0,442485312099714612
1884,1884,0,424470896408790572
1885,1885,0,422218735817590216
1886,1886,0,406455930957858200
1887,1887,0,120473025229619676
1888,1888,0,102458592352534956
1889,1889,0,84443644083569044
1890,1890,0,57422149392793880
1891,1891,0,46162634924622060
1892,1892,0,-257553430565290840
1893,1893,0,-281197637849777076
1894,1894,0,-289079143360562136
1895,1895,0,-312723488085312536
1896,1896,0,-329612141310444624
